date,time,close,open,high,low,volume,acml_tr_pbmn,datetime
20251001,090000,354000,351000,354000,351000,144912,50952126250,2025-10-01 09:00:00
20251001,090100,354500,354000,355000,353000,64358,73723515000,2025-10-01 09:01:00
20251001,090200,355000,354500,356000,354500,46422,90221713500,2025-10-01 09:02:00
20251001,090300,354500,355500,355500,354000,21345,97801372000,2025-10-01 09:03:00
20251001,090400,354000,354500,354500,353500,19077,104553112750,2025-10-01 09:04:00
20251001,090500,355000,353500,355000,353000,21247,112076858250,2025-10-01 09:05:00
20251001,090600,355500,355000,356000,354750,30519,122925117750,2025-10-01 09:06:00
20251001,090700,355500,355500,356000,355000,9584,126332378750,2025-10-01 09:07:00
20251001,090800,356000,355500,356000,355000,12516,130785727000,2025-10-01 09:08:00
20251001,090900,356000,356000,357000,355500,35537,143445883750,2025-10-01 09:09:00
20251001,091000,357500,356500,358000,356000,30269,154255520000,2025-10-01 09:10:00
20251001,091100,357750,357500,358000,357000,15791,159902375750,2025-10-01 09:11:00
20251001,091200,358000,357500,358000,357500,20184,167126209750,2025-10-01 09:12:00
20251001,091300,357000,357500,358000,356500,22111,175032634250,2025-10-01 09:13:00
20251001,091400,356000,357000,357000,356000,16974,181084447000,2025-10-01 09:14:00
20251001,091500,357000,356250,357500,356000,22353,189061513750,2025-10-01 09:15:00
20251001,091600,355000,357000,357500,354750,24768,197882963750,2025-10-01 09:16:00
20251001,091700,354750,355000,355000,354000,9084,201105488500,2025-10-01 09:17:00
20251001,091800,354500,354500,355000,354000,12348,205481930750,2025-10-01 09:18:00
20251001,091900,355000,354500,355500,354000,10270,209125119000,2025-10-01 09:19:00
20251001,092000,356000,355000,356000,354750,8106,212005635500,2025-10-01 09:20:00
20251001,092100,356000,356000,356000,355500,2591,212927821750,2025-10-01 09:21:00
20251001,092200,356000,356000,356500,355500,5954,215047670500,2025-10-01 09:22:00
20251001,092300,356000,356000,356000,355500,4905,216793406750,2025-10-01 09:23:00
20251001,092400,356000,356000,356500,355500,5980,218922157500,2025-10-01 09:24:00
20251001,092500,354750,356000,356000,354500,9314,222230631750,2025-10-01 09:25:00
20251001,092600,355500,355000,355500,355000,4468,223817154250,2025-10-01 09:26:00
20251001,092700,354000,355000,355500,354000,7625,226521928500,2025-10-01 09:27:00
20251001,092800,354500,354500,355000,354000,8223,229436700000,2025-10-01 09:28:00
20251001,092900,354000,354500,354500,353500,10756,233244840750,2025-10-01 09:29:00
20251001,093000,355000,354500,355000,354000,9278,236535854000,2025-10-01 09:30:00
20251001,093100,355000,355000,355000,354500,4854,238258630250,2025-10-01 09:31:00
20251001,093200,355000,355000,355000,354500,2035,238980918250,2025-10-01 09:32:00
20251001,093300,355000,355000,355000,354500,2245,239777502250,2025-10-01 09:33:00
20251001,093400,355000,355000,355000,354500,2056,240507114000,2025-10-01 09:34:00
20251001,093500,355000,355000,355000,354500,1712,241114699000,2025-10-01 09:35:00
20251001,093600,355000,354750,355500,354500,8042,243969561000,2025-10-01 09:36:00
20251001,093700,354750,355000,355000,354500,578,244174690250,2025-10-01 09:37:00
20251001,093800,354000,354750,355000,354000,6901,246620671250,2025-10-01 09:38:00
20251001,093900,355000,354000,355000,353500,13896,251543095000,2025-10-01 09:39:00
20251001,094000,354250,355000,355000,354000,4191,253028540750,2025-10-01 09:40:00
20251001,094100,354000,354000,354500,354000,1950,253718915750,2025-10-01 09:41:00
20251001,094200,354000,354000,354500,354000,1036,254085771750,2025-10-01 09:42:00
20251001,094300,354500,354250,354500,354000,1733,254699383000,2025-10-01 09:43:00
20251001,094400,354000,354000,354500,354000,1682,255295183750,2025-10-01 09:44:00
20251001,094500,354000,354500,354500,353500,4689,256955138750,2025-10-01 09:45:00
20251001,094600,354000,353500,354500,353500,5870,259033087500,2025-10-01 09:46:00
20251001,094700,354000,354000,354500,354000,1005,259388959750,2025-10-01 09:47:00
20251001,094800,353500,354500,354500,353500,2559,260294687250,2025-10-01 09:48:00
20251001,094900,353500,353500,354000,353500,1434,260801934250,2025-10-01 09:49:00
20251001,095000,354000,353750,354000,353500,1905,261475561750,2025-10-01 09:50:00
20251001,095100,353000,353500,354000,353000,5911,263565011000,2025-10-01 09:51:00
20251001,095200,353500,353500,354000,353000,7063,266062051250,2025-10-01 09:52:00
20251001,095300,354000,354000,354000,353500,922,266388210500,2025-10-01 09:53:00
20251001,095400,355000,354000,355000,353750,19496,273297747500,2025-10-01 09:54:00
20251001,095500,355500,355000,355500,354750,9748,276759166000,2025-10-01 09:55:00
20251001,095600,355500,355500,356000,355000,12519,281211289750,2025-10-01 09:56:00
20251001,095700,355000,355500,356000,355000,11402,285264474000,2025-10-01 09:57:00
20251001,095800,355250,355500,355500,355000,4001,286685951000,2025-10-01 09:58:00
20251001,095900,355250,355000,355500,355000,2144,287447170000,2025-10-01 09:59:00
20251001,100000,355500,355250,355500,355000,4485,289040656750,2025-10-01 10:00:00
20251001,100100,355000,355500,355500,355000,4016,290468041250,2025-10-01 10:01:00
20251001,100200,355000,355500,355500,355000,1332,290941305250,2025-10-01 10:02:00
20251001,100300,355000,355500,355500,355000,716,291195764500,2025-10-01 10:03:00
20251001,100400,355500,355500,355500,355000,2998,292261426000,2025-10-01 10:04:00
20251001,100500,355500,355250,355500,355000,1384,292753340500,2025-10-01 10:05:00
20251001,100600,356000,355500,356000,355000,6879,295199112750,2025-10-01 10:06:00
20251001,100700,356000,356000,356000,355500,2076,295937661750,2025-10-01 10:07:00
20251001,100800,355500,356000,356000,355000,11172,299908920000,2025-10-01 10:08:00
20251001,100900,355000,355500,355500,355000,1974,300610281500,2025-10-01 10:09:00
20251001,101000,355500,355500,355500,355000,2427,301472979000,2025-10-01 10:10:00
20251001,101100,356000,355250,356000,355000,13934,306427351000,2025-10-01 10:11:00
20251001,101200,355500,356000,356000,355500,1238,306867806750,2025-10-01 10:12:00
20251001,101300,356000,356000,356000,355500,2553,307775717250,2025-10-01 10:13:00
20251001,101400,355000,356000,356000,354500,6635,310132562500,2025-10-01 10:14:00
20251001,101500,355000,354500,355000,354500,1727,310745456000,2025-10-01 10:15:00
20251001,101600,355000,355000,355000,354500,2693,311701180750,2025-10-01 10:16:00
20251001,101700,355000,355000,355000,354750,1506,312235693000,2025-10-01 10:17:00
20251001,101800,354750,354750,355000,354750,2373,313077985500,2025-10-01 10:18:00
20251001,101900,356000,355000,356000,354750,20559,320380996250,2025-10-01 10:19:00
20251001,102000,356000,355500,356000,355500,1222,320815828500,2025-10-01 10:20:00
20251001,102100,356000,356000,356000,355500,3447,322042836500,2025-10-01 10:21:00
20251001,102200,356250,356000,356500,355750,18116,328495334750,2025-10-01 10:22:00
20251001,102300,356500,356500,356500,356000,8190,331414586500,2025-10-01 10:23:00
20251001,102400,356500,356500,356500,356000,2124,332171709250,2025-10-01 10:24:00
20251001,102500,356500,356500,356500,356000,1391,332667406750,2025-10-01 10:25:00
20251001,102600,356500,356250,356500,356000,2290,333483586500,2025-10-01 10:26:00
20251001,102700,356000,356500,356500,356000,9627,336911337500,2025-10-01 10:27:00
