Date,Open,High,Low,Close,adj close,Volume
2001-04-04,61.75,62.37,61.4,61.42,187964063,165315
2001-04-06,64.64,64.66,62.8,63.02,187964063,184415
2001-04-09,62.6,63.02,61.81,61.81,187964063,107538
2001-04-10,62.26,62.34,60.96,60.96,187964063,110690
2001-04-11,62.8,63.35,62.32,63.19,187964063,201462
2001-04-12,64.46,64.85,63.77,64.05,187964063,176089
2001-04-13,64.64,64.65,63.75,64.25,187964063,148630
2001-04-16,64.01,64.51,63.15,63.15,187964063,120312
2001-04-17,62.95,64.2,62.79,63.92,187964063,144106
2001-04-18,65.16,67.39,64.75,67.39,187964063,271291
2001-04-19,71.03,72.97,69.94,70.55,187964063,319177
2001-04-20,71.11,71.74,69.6,69.62,187964063,283483
2001-04-23,69.99,71,69.62,70.26,187964063,217585
2001-04-24,69.11,69.71,68.42,69.57,187964063,177155
2001-04-25,69.17,71.01,68.94,71.01,187964063,221966
2001-04-26,71.43,71.61,70.23,70.37,187964063,165972
2001-04-27,70.3,70.67,69.27,69.67,187964063,119781
2001-04-30,70.85,72.47,70.74,72.45,187964063,247693
2001-05-02,73.63,73.74,72.83,73.29,187964063,257698
2001-05-03,73.21,73.42,72.31,73.37,187964063,191191
2001-05-04,72.19,73.51,72.19,73.51,187964063,172315
2001-05-07,73.89,75.22,73.32,74.86,187964063,245636
2001-05-08,74.59,75.02,74.06,74.09,187964063,237288
2001-05-09,73.82,73.9,72.43,72.53,187964063,242517
2001-05-10,72.54,73.22,72.02,72.77,187964063,180842
2001-05-11,72.81,73.12,72.27,72.95,187964063,147658
2001-05-14,73.19,73.61,72.56,72.99,187964063,219830
2001-05-15,72.93,73.18,72.3,72.61,187964063,253135
2001-05-16,72.22,73.2,71.44,71.46,187964063,247678
2001-05-17,73.55,74.72,73.23,74.72,187964063,260899
2001-05-18,74.48,75.25,74.05,75.25,187964063,282252
2001-05-21,76.03,77.76,75.97,77.51,187964063,379357
2001-05-22,78.8,78.99,77.37,77.37,187964063,363047
2001-05-23,77.6,78.35,77.12,77.83,187964063,282293
2001-05-24,76.69,77.96,76.48,77.66,187964063,298308
2001-05-25,78.2,79.02,77.68,77.81,187964063,346270
