Date,Open,High,Low,Close,Volume
2016-01-21,102636,102808,99364,100311,1732714
2016-01-22,101172,102033,94370,97297,2515761
2016-01-25,97383,98244,93595,97470,1958411
2016-01-26,97211,100741,96522,96522,1581047
2016-01-27,96522,97383,92906,93078,1919593
2016-01-28,93250,96608,93250,95920,991743
2016-01-29,96178,96867,93939,96522,880121
2016-02-01,100053,103755,99278,103325,2126754
2016-02-02,103066,105133,101775,102291,1336132
2016-02-03,101603,103239,99622,103239,1200275
2016-02-04,104875,104875,102205,103841,1140949
2016-02-05,103927,104358,102636,102808,1210916
2016-02-11,109610,111074,97297,97470,4361133
2016-02-12,94714,95145,83348,86104,6721014
2016-02-15,87223,89892,85243,86620,2667959
2016-02-16,87223,90581,86448,89117,1978205
2016-02-17,89290,89806,85071,85071,1475999
2016-02-18,87137,90409,86018,90409,1507338
2016-02-19,90151,90581,87826,87826,975982
2016-02-22,87826,89634,86620,88601,636190
2016-02-23,89634,89892,86534,86965,921461
2016-02-24,86276,87395,85329,86190,660444
2016-02-25,87395,87481,85157,85243,972624
2016-02-26,84984,87223,84468,86104,884542
2016-02-29,86534,86965,85673,86104,424662
2016-03-02,88687,92303,87998,92303,2035084
2016-03-03,92992,95575,91356,94714,1342210
2016-03-04,94111,95145,92992,93250,705961
2016-03-07,93595,96608,86879,88773,2862925
2016-03-08,89892,90409,87912,88859,907931
2016-03-09,88859,89376,87481,87481,702536
2016-03-10,87740,91270,87481,91270,860921
2016-03-11,90495,90926,89204,90409,519403
2016-03-14,91012,92303,90151,91270,599416
2016-03-15,91701,91873,90409,90926,374534
2016-03-16,90753,94370,90495,92562,758918
2016-03-17,92992,93681,91701,92131,467173
2016-03-18,92562,93337,91787,93337,550300
2016-03-21,93509,93939,92389,92906,516261
2016-03-22,93423,93423,91959,92906,516931
2016-03-23,93078,93767,92217,92303,525018
2016-03-24,92389,92992,91442,91442,570725
2016-03-25,91614,93250,91356,91701,651049
2016-03-28,92648,92648,90753,90840,683594
2016-03-29,90581,94973,89978,94284,1798799
2016-03-30,95403,95489,93767,94456,670836
2016-03-31,94714,95231,93939,94542,480123
2016-04-01,94456,99364,94198,98503,1451954
2016-04-04,99192,102894,98933,101603,1312278
2016-04-05,101947,103325,100741,102464,735885
2016-04-06,103669,105047,94886,94973,4202105
2016-04-07,96092,100914,95834,98072,3333438
2016-04-08,98244,99192,94800,95489,1482539
2016-04-11,95747,97211,92217,92906,1286216
2016-04-12,91873,93853,91787,92475,729130
2016-04-14,93939,95145,92475,94714,806266
2016-04-15,94714,95145,93164,93164,564693
2016-04-18,92217,92820,89892,90323,974865
2016-04-19,90409,92820,88859,91270,1065736
2016-04-20,90926,91614,89117,89117,761799
2016-04-21,89117,89720,86448,88084,1157878
2016-04-22,88170,88515,86793,87137,585147
2016-04-25,86965,87740,86793,87309,384101
2016-04-26,88256,91098,88170,89290,778785
2016-04-27,89548,89634,87481,87481,606959
2016-04-28,87137,87998,86534,86707,608544
2016-04-29,86534,87395,86276,86620,406583
2016-05-02,86276,87051,85329,85329,695343
2016-05-03,84726,86707,84726,85759,621822
2016-05-04,85501,86104,84468,85157,463573
2016-05-09,84898,85932,84554,84554,391828
2016-05-10,84812,86793,84554,86104,543800
2016-05-11,86534,87051,85759,86104,374088
2016-05-12,85932,86534,85501,86448,311198
2016-05-13,85243,86879,84984,86104,594391
2016-05-16,86104,86276,84898,85157,427878
2016-05-17,85243,85415,81799,81885,1111045
2016-05-18,81368,81454,77579,77666,1478100
2016-05-19,77493,87223,76202,79904,3797059
2016-05-20,79646,82057,78613,80851,1000874
2016-05-23,82143,83176,81024,81024,677833
2016-05-24,80335,81712,80163,80163,401764
2016-05-25,81540,85845,81196,85071,1459558
2016-05-26,85932,86018,82057,82057,727866
2016-05-27,82573,84382,81799,83262,466433
2016-05-30,84726,85071,83607,83607,432144
2016-05-31,83521,85587,83004,85329,879266
2016-06-01,85501,86965,84812,84984,506213
2016-06-02,84898,85329,83779,84554,358357
2016-06-03,85071,85243,83607,83693,381714
2016-06-07,83693,84382,83262,83693,401332
2016-06-08,83865,84037,82573,82832,504198
2016-06-09,83348,84726,83090,84554,713046
2016-06-10,84726,84898,83865,84640,346322
2016-06-13,83693,84296,82746,82746,436614
2016-06-14,82229,83176,81368,81885,433978
2016-06-15,81971,82315,81024,81368,382023
2016-06-16,81626,83262,81024,81110,478440
2016-06-17,81799,82143,80076,80249,440744
2016-06-20,81626,82143,81196,81368,286807
2016-06-21,81799,82143,80679,81799,366949
2016-06-22,81885,85157,81540,82746,807934
2016-06-23,82401,83521,81712,81885,454256
2016-06-24,83262,83348,76288,78440,1872401
2016-06-27,76374,79732,75857,79302,836034
2016-06-28,79043,81368,78699,81024,528747
2016-06-29,81799,82660,81282,81282,440555
2016-06-30,82229,83693,81540,82746,450961
2016-07-01,83693,85759,83521,85071,994544
2016-07-04,85759,87481,85415,85587,829204
2016-07-05,86448,89031,85673,88601,1081361
2016-07-06,87912,88429,84984,85329,958754
2016-07-07,86276,87223,85932,86276,522592
2016-07-08,87137,87137,85157,86018,399316
2016-07-11,86620,86793,85673,86276,260668
2016-07-12,86018,86793,85329,85501,311731
2016-07-13,86104,86362,85415,86018,303424
2016-07-14,86018,86879,85329,86190,396859
2016-07-15,86879,87051,86018,86190,362947
2016-07-18,86534,86620,85415,85501,270654
2016-07-19,85759,86276,85415,86104,274830
2016-07-20,86276,88515,86018,87309,673677
2016-07-21,88256,91270,87654,91270,1625460
2016-07-22,91614,91959,89548,89806,602970
2016-07-25,90409,91012,89290,89634,406773
2016-07-26,89290,90065,89204,89462,339675
2016-07-27,89548,89978,87912,87912,542019
2016-07-28,87912,89290,87912,88687,307505
2016-07-29,89117,90667,88945,89634,501528
2016-08-01,90237,90409,87481,87654,501072
2016-08-02,87826,88601,87481,88170,261750
2016-08-03,88515,88601,87223,87912,227661
2016-08-04,87998,89548,87998,89548,349681
2016-08-05,89978,90151,88859,89376,291991
2016-08-08,89892,91701,89376,91701,744886
2016-08-09,91528,93423,91098,92217,643276
2016-08-10,93250,97556,93078,96867,2025488
2016-08-11,97642,98589,96264,97297,845003
2016-08-12,97642,97728,95920,97297,610013
2016-08-16,97383,98331,96867,96867,527324
2016-08-17,96178,98503,93767,98072,887779
2016-08-18,102033,102464,97556,97556,1421151
2016-08-19,97642,99967,96867,98072,722563
2016-08-22,99019,99019,94973,95403,766454
2016-08-23,94800,96522,94025,94284,518875
2016-08-24,94628,95920,93423,95575,410465
2016-08-25,96436,97039,94800,94800,340995
2016-08-26,94886,95317,93595,94111,299569
2016-08-29,93767,93939,90840,91184,759817
2016-08-30,91959,93164,91184,91270,369326
2016-08-31,91442,92648,91270,91959,387528
2016-09-01,92562,94284,91959,94284,382436
2016-09-02,94456,94973,93423,93939,282513
2016-09-05,94456,95059,94025,94370,233188
2016-09-06,94714,97297,94370,96178,495629
2016-09-07,97125,97470,94886,95317,399218
2016-09-08,95317,95317,92648,93853,779928
2016-09-09,93164,94628,91701,93853,377219
2016-09-12,91614,93767,91614,92131,287443
2016-09-13,93337,93767,92734,93164,286070
2016-09-19,92992,93595,92217,92217,277874
2016-09-20,91959,94628,91959,94542,313139
2016-09-21,94628,95747,94198,94628,275812
2016-09-22,95317,96006,94800,94973,290214
2016-09-23,95231,95575,94628,94973,230964
2016-09-26,95145,95747,94456,94456,234693
2016-09-27,94111,94542,93423,94025,281589
2016-09-28,94542,94542,93509,93595,208533
2016-09-29,93767,94111,92992,92992,248332
2016-09-30,93078,94198,90840,91614,594719
2016-10-04,92648,94025,92045,93078,478010
2016-10-05,92217,92906,90926,91356,503927
2016-10-06,90840,92906,90840,91270,363876
2016-10-07,92045,93078,91270,91787,345975
2016-10-10,91356,91873,90926,91356,220586
2016-10-11,90667,91356,88342,88342,670041
2016-10-12,87826,89204,87826,87912,352149
2016-10-13,88601,90581,87740,87912,473846
2016-10-14,88342,88687,87654,88256,248541
2016-10-17,88687,88773,86018,86104,463537
2016-10-18,87998,92131,87309,92131,1023872
2016-10-19,92648,94628,90840,92217,686275
2016-10-20,92045,92648,90237,90409,305118
2016-10-21,90926,92475,90495,91270,280639
2016-10-24,91528,92389,89634,89720,289877
2016-10-25,89720,90667,88342,89290,302626
2016-10-26,88515,91614,88429,90840,383007
2016-10-27,90840,92131,90323,92045,340410
2016-10-28,92045,92389,89978,89978,261102
2016-10-31,89462,92303,89290,91442,547332
2016-11-01,91270,92045,91098,91356,239589
2016-11-02,91442,92389,90667,91098,429949
2016-11-03,91184,93853,90926,92734,527539
2016-11-04,93250,94025,92131,92217,355949
2016-11-07,92820,93423,91787,93164,310609
2016-11-08,93767,93767,92562,92906,277125
2016-11-09,93337,93509,84898,87826,2248235
2016-11-10,91959,92906,91012,91873,928468
2016-11-11,91873,91959,90065,90065,538977
2016-11-14,90495,91098,89376,89462,356463
2016-11-15,89117,90151,88601,88601,322784
2016-11-16,88945,91356,88687,90495,458986
2016-11-17,90840,91270,89462,89462,233796
2016-11-18,90323,90753,89117,89117,288884
2016-11-21,89548,89548,88429,88601,223986
2016-11-22,88859,89548,87998,88601,244999
2016-11-23,88601,89117,88256,88687,209909
2016-11-24,88687,89806,87998,88859,265954
2016-11-25,88687,89892,88687,89548,161916
2016-11-28,89978,90065,88601,88601,236866
2016-11-29,88429,89204,88256,88687,211850
2016-11-30,88773,88945,88170,88170,282407
2016-12-01,87998,88601,87051,87309,338008
2016-12-02,87309,87481,85673,85759,444033
2016-12-05,85587,86793,85157,86190,373850
2016-12-06,86018,86707,85845,86104,295718
2016-12-07,86190,86362,84554,84984,477315
2016-12-08,85415,86276,84640,84640,478861
2016-12-09,84726,86620,84726,86448,340370
2016-12-12,86965,87051,86276,86793,211122
2016-12-13,86793,89376,86707,89117,489906
2016-12-14,89978,90926,89634,90065,453786
2016-12-15,89720,91270,89376,91270,372989
2016-12-16,92045,93250,91356,92648,642020
2016-12-19,93853,94284,91701,92648,839322
2016-12-20,92475,92475,90409,90409,672457
2016-12-21,90495,91270,88429,88687,863704
2016-12-22,88429,89462,87826,88084,553788
2016-12-23,88084,89634,87912,89548,741075
2016-12-26,90323,91701,89290,91356,969418
2016-12-27,91873,92131,90495,91528,1394455
2016-12-28,97131,97402,95143,96227,1624840
2016-12-29,95595,97311,94962,97040,495091
2017-01-02,97221,97853,96317,97763,433573
2017-01-03,97311,97763,95866,96317,382069
2017-01-04,96679,96679,94962,95866,349978
2017-01-05,96137,97131,95595,96137,312028
2017-01-06,95685,96046,94872,95143,277541
2017-01-09,95233,95595,93878,93878,342236
2017-01-10,94239,94691,93516,93878,227494
2017-01-11,94510,94601,93697,93878,234024
2017-01-12,93607,93697,92703,92703,382476
2017-01-13,92794,94149,92613,92794,314633
2017-01-16,93065,93336,92251,92251,232237
2017-01-17,92161,92523,91077,91258,345446
2017-01-18,91438,92432,91348,91529,255201
2017-01-19,91890,92251,90806,90806,247473
2017-01-20,90806,91077,90354,90806,205138
2017-01-23,90715,91890,90444,90806,227443
2017-01-24,90896,91077,89902,89993,329225
2017-01-25,90354,91167,89451,90354,373548
2017-01-26,90354,90625,89360,90535,419237
2017-01-31,90987,91800,90535,90535,291157
2017-02-01,91077,91258,90173,90354,218575
2017-02-02,90625,91980,90264,90896,288168
2017-02-03,91348,92523,90806,91709,283801
2017-02-06,92161,92342,91258,91619,161541
2017-02-07,91438,91709,90715,90806,248715
2017-02-08,90896,91077,90173,91077,213907
2017-02-09,90896,91258,90625,90715,164606
2017-02-10,90806,92342,90806,91980,268924
2017-02-13,92342,92432,91529,91800,162698
2017-02-14,91619,91800,90715,90806,222605
2017-02-15,91077,92071,90896,91709,235427
2017-02-16,92251,92251,91258,91890,236035
2017-02-17,90987,91709,90987,91167,282868
2017-02-20,91348,91709,91077,91077,160767
2017-02-21,91167,91438,90987,91258,225337
2017-02-22,91348,93065,90625,91348,606524
2017-02-23,92161,92523,91438,91709,319974
2017-02-24,91980,92161,90987,90987,296505
2017-02-27,91167,92523,91167,91709,310611
2017-02-28,92161,92342,91258,91709,231746
2017-03-02,92161,92161,91077,91258,294534
2017-03-03,91258,91619,90715,91258,225135
2017-03-06,90987,91529,90715,90987,189159
2017-03-07,90896,91077,90625,90625,181904
2017-03-08,90806,90987,90083,90173,244088
2017-03-09,90264,90715,89631,89631,293011
2017-03-10,89722,89812,88276,89179,500570
2017-03-13,88908,89722,88818,88999,264147
2017-03-14,88728,89270,88366,88547,337480
2017-03-15,88818,89179,85475,85475,1142451
2017-03-16,85113,87101,85113,87011,492930
2017-03-17,87282,87282,82855,83216,1176971
2017-03-20,82312,82764,79692,82674,1523740
2017-03-21,82312,83577,81138,81138,832157
2017-03-22,81861,82945,80596,80867,927884
2017-03-23,81048,81409,79060,79602,1070934
2017-03-24,80144,81138,78969,81138,866431
2017-03-27,81499,83126,80776,82222,751160
2017-03-28,82674,82764,81409,82041,374769
2017-03-29,82222,82312,81409,81499,321143
2017-03-30,81680,82312,81228,81590,357843
2017-03-31,81319,82222,81319,81409,259731
2017-04-03,81409,81499,80686,80867,459034
2017-04-04,80957,82222,80686,81590,476030
2017-04-05,81951,82132,81138,81861,276686
2017-04-06,81951,81951,81138,81590,222364
2017-04-07,81951,81951,81319,81409,201088
2017-04-10,81228,81319,80054,80054,405016
2017-04-11,80234,81499,80234,81048,327970
2017-04-12,81048,81680,80867,81409,235186
2017-04-13,81680,81680,80957,80957,268366
2017-04-14,80776,81319,80415,80415,279380
2017-04-17,80957,82222,80505,82222,297165
2017-04-18,82493,83126,81861,82403,408633
2017-04-19,82945,83035,82041,82855,293492
2017-04-20,82945,83035,82132,82403,215496
2017-04-21,82493,82584,81499,81590,280786
2017-04-24,80957,80957,80144,80325,472217
2017-04-25,80596,81048,80234,80325,317547
2017-04-26,80867,81048,80054,81048,438518
2017-04-27,81319,81409,80505,80505,272424
2017-04-28,80686,80957,80144,80957,260136
2017-05-02,80867,81319,80325,80415,225811
2017-05-04,80867,81499,80505,81409,343512
2017-05-08,82764,85836,82764,85656,1203072
2017-05-10,86559,88366,86469,87192,989488
2017-05-11,86830,88276,85927,86107,738546
2017-05-12,86740,87101,85475,86288,389701
2017-05-15,85836,87011,85836,86650,291263
2017-05-16,87192,87192,85656,85746,334753
2017-05-17,86198,86378,85204,85565,258246
2017-05-18,84662,85475,84120,84933,322779
2017-05-19,85023,85746,84662,85656,225315
2017-05-22,86198,86198,84662,84842,241343
2017-05-23,85113,85204,84120,84481,285302
2017-05-24,84752,85836,84752,85836,398891
2017-05-25,86198,86198,84752,84752,321894
2017-05-26,84933,85746,84120,84752,409779
2017-05-29,85204,85385,84391,84571,327074
2017-05-30,85294,86559,84933,86559,586123
2017-05-31,86650,87372,85927,86378,628100
2017-06-01,86740,86830,85475,85836,431200
2017-06-02,87101,87643,86288,86830,476730
2017-06-05,87463,88366,86921,88366,751326
2017-06-07,89179,89902,88728,89270,903681
2017-06-08,90083,90625,89541,90083,971471
2017-06-09,90625,92613,90173,91619,1115877
2017-06-12,91258,91529,90083,90354,508209
2017-06-13,90715,91077,89812,90264,523828
2017-06-14,91077,94420,90987,92884,1008649
2017-06-15,93968,93968,91438,92703,597146
2017-06-16,92884,94239,92161,94239,627995
2017-06-19,94872,98125,94420,98034,1270529
2017-06-20,99028,104630,98847,103275,2484286
2017-06-21,103365,104630,98667,103998,1469726
2017-06-22,104540,104540,101739,102190,909694
2017-06-23,102913,103907,101919,102371,566252
2017-06-26,101919,104449,101287,103004,918685
2017-06-27,105443,107973,103907,103998,1102229
2017-06-28,103094,104449,102913,103004,457784
2017-06-29,103184,103727,101287,102190,666167
2017-06-30,102733,104991,102733,103998,828533
2017-07-03,104811,105082,103455,104359,537990
2017-07-04,104359,104811,101739,102010,539509
2017-07-05,101648,102281,98757,100022,888745
2017-07-06,100474,102642,100383,102642,499967
2017-07-07,103004,103817,102371,103004,392026
2017-07-10,103817,103817,102010,102100,296008
2017-07-11,102281,102642,100835,101648,365205
2017-07-12,101558,102462,97673,97763,896750
2017-07-13,98396,99390,95233,97040,827035
2017-07-14,96860,98757,94872,98757,674727
2017-07-17,100474,100926,99480,100022,577683
2017-07-18,100203,100835,99028,99841,417487
2017-07-19,100564,103907,99390,103636,748129
2017-07-20,104901,105624,103455,103546,1025412
2017-07-21,103998,103998,102190,103455,452747
2017-07-24,103907,104720,103094,103817,390098
2017-07-25,103727,103817,100022,100293,1147814
2017-07-26,99841,102552,97582,102552,1345957
2017-07-27,102823,103275,100654,100654,620307
2017-07-28,99118,99390,97582,98125,988312
2017-07-31,97582,99661,97040,98034,449449
2017-08-01,98938,99028,96317,96498,653354
2017-08-02,96137,96589,95233,96046,612493
2017-08-03,95775,96589,92703,92794,1067316
2017-08-04,92613,93788,91438,92703,637776
2017-08-07,93065,99299,92974,97763,1206218
2017-08-08,98034,99661,96950,98847,846670
2017-08-09,98757,99661,97492,97944,609468
2017-08-10,97582,98667,96679,97311,498400
2017-08-11,95775,96498,93426,93968,826043
2017-08-14,94420,95233,93607,94601,385640
2017-08-16,95956,98215,95143,98034,683941
2017-08-17,99390,100474,98305,99570,613900
2017-08-18,98757,100112,98305,98938,388862
2017-08-21,100293,100474,99028,99841,447710
2017-08-22,101016,105985,100564,105714,1920005
2017-08-23,107160,107702,103636,103636,1240867
2017-08-24,103907,105353,103365,103455,528723
2017-08-25,104269,104269,102823,103004,360580
2017-08-28,103275,103727,101829,103094,481856
2017-08-29,102552,104991,102281,104449,678407
2017-08-30,105172,106528,103998,104088,614879
2017-08-31,104449,105172,103636,103998,396147
2017-09-01,104540,104630,102642,103184,498191
2017-09-04,99661,102823,99570,101287,720018
2017-09-05,102642,102823,101016,101377,361552
2017-09-06,101648,104720,101287,104630,958542
2017-09-07,104540,105082,103817,105082,590067
2017-09-08,104630,105534,103907,103907,469506
2017-09-11,103998,104269,103455,103727,373689
2017-09-12,103998,105443,103817,104359,527523
2017-09-13,105082,106166,104540,105082,685072
2017-09-14,105534,108877,105263,107973,1776588
2017-09-15,107521,117280,107431,115382,3049757
2017-09-18,118093,128574,117912,125050,4023490
2017-09-19,126225,127309,123424,126044,1658659
2017-09-20,126677,134628,126586,132550,2764852
2017-09-21,134989,135983,128032,131917,2077053
2017-09-22,130562,130652,127038,129749,1719067
2017-09-25,131827,134899,130652,132730,1555688
2017-09-26,132821,133001,128755,128755,1040691
2017-09-27,129839,135170,128845,134808,1625868
2017-09-28,135260,135260,130110,130110,1351195
2017-09-29,131375,132188,123876,128303,2692200
2017-10-10,132188,134176,129839,130471,1475404
2017-10-11,130652,133453,130471,131917,887898
2017-10-12,133272,140501,131736,140230,1972627
2017-10-13,143392,162457,143031,152970,5130496
2017-10-16,156945,160469,152157,158933,2971306
2017-10-17,157126,179624,155861,173209,4993268
2017-10-18,182516,188389,172667,173571,4496639
2017-10-19,175739,176101,158301,158301,4579716
2017-10-20,157126,163632,155500,160831,2485612
2017-10-23,160198,165710,160198,161102,1386352
2017-10-24,162367,172486,161824,172486,2191965
2017-10-25,171041,171131,163180,163541,2864225
2017-10-26,164354,164806,155500,155500,2263821
2017-10-27,157397,161463,151976,158120,1977292
2017-10-30,155590,157668,151705,151885,1874224
2017-10-31,151705,157036,149717,156403,1659256
2017-11-01,156945,160831,154235,155319,1274979
2017-11-02,157216,159295,154777,155861,1070108
2017-11-03,158210,164354,156584,159114,2574222
2017-11-06,161192,161644,157397,158120,965773
2017-11-07,158210,158391,149988,150711,2577921
2017-11-08,152157,159204,151614,156403,1839630
2017-11-09,157397,157759,152699,154506,1152311
2017-11-10,153964,160379,153964,159295,1262702
2017-11-13,161463,172306,160379,171673,2963242
2017-11-14,174113,178540,168240,174293,2376123
2017-11-15,176281,188389,174113,188389,4800414
2017-11-16,192184,198689,184323,197876,3714562
2017-11-17,195798,200677,192003,197695,2699394
2017-11-20,196159,200587,194533,195798,1562410
2017-11-21,198147,206369,194171,201219,2333349
2017-11-22,201490,205827,194804,194804,2553659
2017-11-23,192184,199141,187485,199141,1660678
2017-11-24,198780,199954,194171,194171,956188
2017-11-27,190196,194985,189021,192545,1035933
2017-11-28,194533,195527,185317,185317,1044966
2017-11-29,185226,189021,183239,185317,1450320
2017-11-30,186853,187937,180799,180799,1149508
2017-12-01,181612,191190,181612,191009,1390393
2017-12-04,190015,191099,186311,189021,778101
2017-12-05,189292,189473,185407,185407,695498
2017-12-06,186491,188841,181702,181883,919919
2017-12-07,183419,184503,174113,175287,1562620
2017-12-08,175197,182787,174836,177185,1260426
2017-12-11,179353,185226,177998,185226,950807
2017-12-12,188750,189292,183148,185768,758205
2017-12-13,186311,190557,186130,189744,981710
2017-12-14,193810,194714,181702,189292,2642446
2017-12-15,188118,194262,185497,190196,1299349
2017-12-18,192455,192906,188660,188660,982271
2017-12-19,186130,188569,180438,185226,1646501
2017-12-20,183419,185497,181612,181612,877671
2017-12-21,180166,181974,178269,178269,1409897
2017-12-22,178450,182967,177817,182425,1924604
2017-12-26,184503,189021,176191,176191,4359641
2017-12-27,193516,203007,187987,202731,4011320
2017-12-28,204482,207983,200980,203744,1859347
2018-01-02,206048,209826,204758,208168,1176443
2018-01-03,210932,227796,209273,227335,2411162
2018-01-04,230007,240697,226045,230376,3265527
2018-01-05,234891,246042,234062,245949,1920918
2018-01-08,256639,279400,255441,278755,4298770
2018-01-09,280137,294881,268342,269540,5108684
2018-01-10,279492,290274,262629,272765,3487231
2018-01-11,275161,282902,270001,282902,1771655
2018-01-12,299120,344643,292578,314694,5792144
2018-01-15,316537,328148,302714,322526,3069223
2018-01-16,314233,322895,308888,320131,1649629
2018-01-17,320131,320223,287970,288892,3483413
2018-01-18,284653,298014,281612,294236,1954123
2018-01-19,294881,295619,262076,265209,3755567
2018-01-22,258943,267144,249267,258574,2778135
2018-01-23,264287,276543,261338,275530,2243840
2018-01-24,285666,287509,268434,270461,1566151
2018-01-25,268434,271844,260141,266960,1393842
2018-01-26,264472,278018,260141,276451,1586568
2018-01-29,270830,311008,270830,302530,2153908
2018-01-30,307690,312390,299673,300963,1789761
2018-01-31,292670,296816,287970,290919,1383456
2018-02-01,290089,293315,273963,276267,1909895
2018-02-02,276728,282349,267236,277741,1647660
2018-02-05,270369,276359,263550,263550,1378628
2018-02-06,254519,268342,250833,261891,2596342
2018-02-07,268434,269079,235905,235905,3326704
2018-02-08,231574,251571,219779,250096,7760386
2018-02-09,238669,270001,237287,265393,2965646
2018-02-12,272304,287049,271844,278755,2112316
2018-02-13,281980,283823,270922,270922,1199337
2018-02-14,275530,288892,273226,287970,1715961
2018-02-19,300410,300410,287049,291656,1345272
2018-02-20,288892,293960,277373,280137,1087076
2018-02-21,280137,287049,278294,283362,725161
2018-02-22,281059,288892,277373,283362,738229
2018-02-23,284745,297185,282902,293038,976514
2018-02-26,295803,302253,295342,300871,827134
2018-02-27,307782,326673,304557,323448,2097880
2018-02-28,315615,335888,315154,325291,2414626
2018-03-02,325291,342800,323448,342800,1964092
2018-03-05,356161,361230,328977,344182,3136351
2018-03-06,346486,351554,330359,340957,2019719
2018-03-07,319762,323909,299028,299489,7588080
2018-03-08,305018,326212,304557,326212,7741422
2018-03-09,318380,327134,297646,300410,3558669
2018-03-12,298567,307322,288892,296724,2575956
2018-03-13,295803,295803,281059,286588,2979719
2018-03-14,282441,291195,279676,282441,1904376
2018-03-15,288431,301793,286127,297185,2002241
2018-03-16,299489,306400,295803,298567,1357702
2018-03-19,301332,303636,292578,293960,846578
2018-03-20,291195,299489,287970,297185,1160725
2018-03-21,297646,299028,286588,287049,1229495
2018-03-22,287509,293960,281059,286127,1177144
2018-03-23,278755,287970,274608,276451,1483144
2018-03-26,277373,281059,270922,276451,1337035
2018-03-27,282902,284284,273687,273687,1135219
2018-03-28,269079,270922,258482,266775,2566693
2018-03-29,273687,293038,271844,292117,1955696
2018-03-30,294421,296264,284745,285205,1206106
2018-04-02,286127,291195,280137,280137,702993
2018-04-03,275990,280598,273687,275530,870110
2018-04-04,279676,281980,268618,270922,1191952
2018-04-05,268618,282902,261246,271844,1797274
2018-04-06,272765,276912,268618,269079,660697
2018-04-09,275069,285666,270001,281980,1134927
2018-04-10,285205,287049,277373,279216,867964
2018-04-11,281980,283823,274608,274608,681690
2018-04-12,275530,279216,270001,275069,1030225
2018-04-13,271844,271844,264011,267236,986753
2018-04-16,266775,278294,266775,272304,823788
2018-04-17,272765,272765,266315,267236,661254
2018-04-18,271383,272304,260786,262168,938020
2018-04-19,260786,261246,244659,245581,2211139
2018-04-20,245120,253874,237287,247885,1941848
2018-04-23,244198,246502,229915,230837,1984284
2018-04-24,231297,240052,228533,228994,1681692
2018-04-25,226229,236366,224847,231297,1327901
2018-04-26,236826,240052,235444,236826,954716
2018-04-27,244659,256178,239591,254796,1351327
2018-04-30,253414,259403,246042,249728,1031836
2018-05-02,246502,251110,235905,238669,1284374
2018-05-03,240973,246042,236826,241434,844005
2018-05-04,241895,243277,229454,230376,1087480
2018-05-08,231297,235905,215632,217475,1422120
2018-05-09,216553,243738,215632,238669,2553475
2018-05-10,239591,243277,232680,238669,1328424
2018-05-11,236826,246502,235905,239591,1034512
2018-05-14,241895,243277,234523,234983,783485
2018-05-15,241434,250188,241434,246963,1489555
2018-05-16,249728,252031,246042,247424,1098811
2018-05-17,250188,251571,245120,246502,628127
2018-05-18,250188,253874,247885,248806,736242
2018-05-21,249728,251571,246963,248806,362669
2018-05-23,248806,250188,236366,237287,997007
2018-05-24,238669,246963,238209,243738,787269
2018-05-25,243738,258021,243738,253414,1410032
2018-05-28,248345,254335,246042,249728,788962
2018-05-29,252031,257560,248806,249267,703743
2018-05-30,248806,250188,241895,248345,905721
2018-05-31,252953,252953,244659,244659,763025
2018-06-01,244659,254335,244198,252031,859854
2018-06-04,251110,252031,243277,245581,679298
2018-06-05,248806,249728,244659,246042,397529
2018-06-07,247424,251571,245581,249728,573473
2018-06-08,249728,253414,246963,248345,413575
2018-06-11,247885,249267,246042,246502,327679
2018-06-12,248345,253874,247885,251571,662069
2018-06-14,251110,258021,251110,258021,1098162
2018-06-15,258943,276451,258021,275069,1851466
2018-06-18,278294,286588,275530,281059,1658676
2018-06-19,281980,283362,264011,264932,1278723
2018-06-20,268618,278294,267697,273687,944458
2018-06-21,274147,274608,268618,269079,739522
2018-06-22,267236,275069,265854,272304,554010
2018-06-25,275990,277373,270001,272765,488058
2018-06-26,269540,277373,264472,277373,715492
2018-06-27,275990,284284,274147,278294,833334
2018-06-28,276912,280598,272765,274608,489616
2018-06-29,277373,282441,273226,279676,746639
2018-07-02,279216,287049,279216,279676,908019
2018-07-03,283362,284284,275530,279216,614716
2018-07-04,277373,278755,267697,268618,735433
2018-07-05,269540,271383,255717,259864,1022915
2018-07-06,260786,270001,256178,266775,767023
2018-07-09,266315,268618,261707,261707,440396
2018-07-10,264011,266775,258482,258943,509266
2018-07-11,258943,258943,252492,254796,572271
2018-07-12,255257,265393,254796,265393,779938
2018-07-13,263089,267236,260786,265393,530153
2018-07-16,266315,275990,265393,270461,574900
2018-07-17,271844,274147,269079,272304,404756
2018-07-18,273687,278294,266775,267236,453418
2018-07-19,269079,270461,260786,265854,655392
2018-07-20,265393,267236,260325,263089,388902
2018-07-23,263089,263550,246042,246502,1208156
2018-07-24,247424,252492,242355,244198,742714
2018-07-25,245581,246963,227611,231297,1947928
2018-07-26,234523,240512,226229,234523,1182490
2018-07-27,236366,239591,234062,236366,552944
2018-07-30,234062,240052,229915,237748,551446
2018-07-31,236826,251571,236366,250188,725339
2018-08-01,254796,266315,254335,258482,1008827
2018-08-02,262168,262629,252492,259403,699552
2018-08-03,261246,262629,256639,258482,370378
2018-08-06,258482,260786,251110,252492,382303
2018-08-07,250188,256178,241895,252953,1103726
2018-08-08,254796,259403,253874,254335,513526
2018-08-09,246042,254335,242816,254335,1080868
