Date,Open,High,Low,Close,Volume
2011-12-26,32232,32685,31598,31824,381388
2011-12-27,31779,31960,30783,30783,473589
2011-12-28,30512,32413,30512,32277,499548
2011-12-29,32458,33001,32005,32866,481076
2012-01-02,33047,33092,32141,32368,355920
2012-01-03,32549,32775,32277,32368,356469
2012-01-04,32594,33001,32277,32368,357243
2012-01-05,32820,32911,31870,31960,446949
2012-01-06,32141,32187,30964,31236,544446
2012-01-09,31236,31689,30738,31372,430768
2012-01-10,31553,32005,31326,31326,358751
2012-01-11,31417,31553,30783,30783,384524
2012-01-12,30693,31417,30693,31010,295340
2012-01-13,31281,33409,31191,33228,1288659
2012-01-16,33228,33409,32503,32820,478344
2012-01-17,33047,33318,32639,32775,530596
2012-01-18,33590,34178,33409,33680,988561
2012-01-19,33771,34133,33318,33409,585283
2012-01-20,33499,34043,33364,33680,508419
2012-01-25,33726,34224,33590,34224,537299
2012-01-26,34993,35401,34722,34812,901677
2012-01-27,34722,34993,34541,34631,337109
2012-01-30,34631,34631,33409,33409,453102
2012-01-31,33409,33997,33092,33997,399322
2012-02-01,34088,34269,33590,34224,463339
2012-02-02,34676,35446,34088,34088,681456
2012-02-03,34088,34767,33635,33635,412647
2012-02-06,33952,34088,32187,32187,876166
2012-02-07,32232,32820,31598,31779,677385
2012-02-08,31689,32277,31508,31915,467880
2012-02-09,32051,32775,31960,32096,496307
2012-02-10,32458,33228,32232,32458,549577
2012-02-13,32820,32820,32141,32322,241887
2012-02-14,32413,32685,32187,32232,323389
2012-02-15,32639,32866,31915,32277,614709
2012-02-16,32594,33454,32413,33228,776004
2012-02-17,33590,33635,32866,33364,521207
2012-02-20,33318,33364,32775,33001,410959
2012-02-21,32820,33816,32820,33590,465636
2012-02-22,33771,33862,33318,33499,256890
2012-02-23,33273,33409,32866,32911,285506
2012-02-24,33047,33364,32413,33273,283456
2012-02-27,33228,33228,32458,32503,280430
2012-02-28,32549,32549,31734,31915,390055
2012-02-29,31689,32187,31508,31689,455799
2012-03-02,31915,32232,31100,31326,651680
2012-03-05,32051,32141,31462,31734,400280
2012-03-06,31734,31915,31191,31643,360789
2012-03-07,31417,32458,31236,31960,482689
2012-03-08,32141,32503,31870,32141,332104
2012-03-09,32232,32458,31960,32368,279010
2012-03-12,32594,33907,32413,33907,1093638
2012-03-13,34495,34586,33680,33952,650081
2012-03-14,34133,34405,33816,34269,523675
2012-03-15,34269,34767,34133,34450,586087
2012-03-16,34360,34631,33726,34133,530818
2012-03-19,34495,34993,34269,34450,508036
2012-03-20,34405,34405,33001,33001,606934
2012-03-21,32866,33228,32458,32594,409110
2012-03-22,32639,33092,32549,32594,299140
2012-03-23,32503,32956,32458,32685,209486
2012-03-26,32956,33047,32549,32639,202004
2012-03-27,32685,33318,32594,33318,236984
2012-03-28,33273,33590,32503,32594,268353
2012-03-29,32685,33183,32413,33047,313408
2012-03-30,33907,34360,33454,33454,505085
2012-04-02,33635,33816,33318,33364,211577
2012-04-03,33771,34178,33318,33454,260236
2012-04-04,33635,33635,32503,32594,437348
2012-04-05,32639,33047,32503,32685,322747
2012-04-06,32685,33047,32232,32503,271451
2012-04-09,32549,33001,32368,32503,260955
2012-04-10,32503,32730,32187,32232,276856
2012-04-12,32141,32413,31960,32096,289325
2012-04-13,32368,32775,32322,32549,347347
2012-04-16,32368,32685,32277,32639,158031
2012-04-17,32503,32820,32503,32594,227906
2012-04-18,33047,33047,32322,32413,200140
2012-04-19,32322,32368,31145,31689,684901
2012-04-20,31870,32051,31281,31779,311018
2012-04-23,31508,31824,31281,31689,254557
2012-04-24,31100,31326,29968,30059,594030
2012-04-25,29742,30059,28339,28972,1155201
2012-04-26,29561,30059,28746,28791,628290
2012-04-27,28791,29516,28384,29108,465083
2012-04-30,29108,29244,28791,28837,276045
2012-05-02,28837,30285,28791,30285,426672
2012-05-03,30647,31145,30195,30647,371513
2012-05-04,31236,31779,30964,31734,524659
2012-05-07,31372,32232,31326,32051,340672
2012-05-08,32458,33862,32458,33590,729711
2012-05-09,34088,35310,33816,35310,1401250
2012-05-10,35310,35401,34133,34269,755809
2012-05-11,36578,39385,36487,39385,3078939
2012-05-14,42010,44998,41557,42146,3967710
2012-05-15,41557,42055,38932,39203,2124178
2012-05-16,38887,41105,38705,38705,1384833
2012-05-17,39928,41060,38796,39566,1340256
2012-05-18,39294,40245,38660,38977,1040212
2012-05-21,40199,40245,38479,39113,665181
2012-05-22,39475,39792,37981,39113,1150497
2012-05-23,38298,39294,36849,37664,1152575
2012-05-24,38543,39422,37800,37867,913226
2012-05-25,38408,40978,38205,40978,951620
2012-05-29,42668,46387,42330,44088,1701075
2012-05-30,44494,44900,43344,43683,629436
2012-05-31,42804,45373,42195,45373,915904
2012-06-01,45982,46996,45035,45103,977623
2012-06-04,43750,44765,43074,44088,641545
2012-06-05,45103,45238,44359,44359,442031
2012-06-07,45779,46455,45103,45305,998426
2012-06-08,45305,45576,43006,43006,683018
2012-06-11,43277,43683,41992,42939,602956
2012-06-12,43006,44021,43006,43412,568324
2012-06-13,43480,43683,43006,43074,310880
2012-06-14,42939,43885,42668,42736,331798
2012-06-15,42871,43074,41654,42736,522787
2012-06-18,43209,43683,42601,42601,367899
2012-06-19,42330,42939,41857,41924,374709
2012-06-20,42195,42601,41586,42263,464425
2012-06-21,42398,42939,41924,42263,325278
2012-06-22,41654,41992,41383,41924,321195
2012-06-25,41789,42127,40978,41248,305716
2012-06-26,40775,41181,40166,40572,391082
2012-06-27,39963,40234,38611,38611,627936
2012-06-28,39017,40437,38881,40302,494411
2012-06-29,40234,41519,39355,40978,929694
2012-07-02,41451,41586,40572,40572,479487
2012-07-03,40572,40978,38949,40572,817524
2012-07-04,39963,40775,39963,40099,343021
2012-07-05,40166,40504,39422,40031,404372
2012-07-06,39963,40234,39490,39490,332299
2012-07-09,39355,39761,38746,39084,337301
2012-07-10,39355,39625,39017,39084,247049
2012-07-11,39017,42060,38949,40504,1153471
2012-07-12,40437,40843,39490,40504,472729
2012-07-13,40843,40978,39761,40302,475900
2012-07-16,40572,40843,39963,39963,263588
2012-07-17,39761,40099,39355,39963,358748
2012-07-18,39896,40031,38949,39625,404264
2012-07-19,39896,41181,39558,40504,700207
2012-07-20,40843,41316,40504,40843,450239
2012-07-23,43142,44021,41248,41248,1606402
2012-07-24,42127,42330,40234,40302,833535
2012-07-25,39761,39896,38002,38002,1020115
2012-07-26,37326,37935,36312,36447,1048046
2012-07-27,36785,37394,36582,37394,714268
2012-07-30,37732,37867,37191,37529,355324
2012-07-31,37259,38205,37191,38070,389413
2012-08-01,38002,38476,37732,38476,249080
2012-08-02,38543,38746,38138,38746,237818
2012-08-03,38341,38746,38002,38746,275432
2012-08-06,39084,39084,38341,38408,284769
2012-08-07,38476,38543,38002,38138,237268
2012-08-08,38611,38679,37800,37800,419292
2012-08-09,37800,38138,37529,37867,317427
2012-08-10,38543,39220,38205,38543,543577
2012-08-13,39017,39287,38476,38543,337308
2012-08-14,38543,38949,38341,38543,331205
2012-08-16,38746,39355,38476,39220,500651
2012-08-17,39558,39625,38814,38949,353673
2012-08-20,38881,38949,38408,38408,353198
2012-08-21,38273,38949,38273,38814,399960
2012-08-22,39084,40437,38881,40437,1240434
2012-08-23,40843,42127,40775,41722,1699769
2012-08-24,42330,42330,40707,41654,1310815
2012-08-27,41654,42060,41113,41248,602060
2012-08-28,41181,41451,40302,41316,667441
2012-08-29,41451,41992,41383,41586,564649
2012-08-30,41924,41924,41113,41586,541837
2012-08-31,41248,41722,40369,40775,727631
2012-09-03,40572,40910,40031,40099,416178
2012-09-04,40166,41451,40099,40234,642259
2012-09-05,40234,40978,39828,40234,367204
2012-09-06,40234,40775,40234,40572,330542
2012-09-07,41113,41113,40234,40234,506597
2012-09-10,40234,40302,38949,39017,888940
2012-09-11,39017,39355,38476,39220,318580
2012-09-12,39220,39355,38746,38949,437484
2012-09-13,38814,39558,38611,39220,344074
2012-09-14,39490,39693,39084,39693,551184
2012-09-17,39761,39761,39152,39152,307097
2012-09-18,39287,39558,39017,39152,346587
2012-09-19,38881,39355,38881,38881,369956
2012-09-20,38746,39152,38679,38746,345671
2012-09-21,38881,39558,38679,39355,379307
2012-09-24,39220,39355,38408,39220,466208
2012-09-25,38679,39355,38476,39287,454789
2012-09-26,39220,39355,38611,38611,272504
2012-09-27,39084,39152,38205,38205,277584
2012-09-28,38273,38543,37664,37867,416671
2012-10-02,38273,38611,37867,38138,299814
2012-10-04,38205,38408,37800,38138,347410
2012-10-05,37935,38341,37394,37461,443877
2012-10-08,37259,37867,36988,37529,456885
2012-10-09,37529,38408,37529,37867,447823
2012-10-10,37867,38205,37394,37867,255406
2012-10-11,37732,38002,37394,37800,236365
2012-10-12,37800,38002,37326,37597,292201
2012-10-15,37461,37529,35365,36650,641744
2012-10-16,36244,36718,35500,36650,631622
2012-10-17,36582,36988,35974,35974,470288
2012-10-18,35703,36244,33945,33945,1054316
2012-10-19,33945,38949,33472,38002,3584192
2012-10-22,37664,38341,37056,38205,1284905
2012-10-23,38205,38476,37664,38070,604029
2012-10-24,37529,38070,36988,37461,466189
2012-10-25,37461,37664,36785,37191,507709
2012-10-26,37461,37529,36244,36515,328851
2012-10-29,36650,36988,34959,34959,336506
2012-10-30,34959,36041,34959,35500,316756
2012-10-31,35703,36650,35568,36312,320619
2012-11-01,36312,36515,35636,36177,205263
2012-11-02,36244,36718,35703,35974,307148
2012-11-05,36177,37056,35230,35703,559025
2012-11-06,35500,36447,35433,36380,436129
2012-11-07,36515,37123,36244,36650,792013
2012-11-08,37529,37935,36447,36920,1189594
2012-11-09,36582,36853,36109,36650,304199
2012-11-12,36718,36785,35500,35500,416789
2012-11-13,35162,35906,34080,34351,712633
2012-11-14,34959,35162,33945,34419,360925
2012-11-15,33607,34419,33404,34283,537575
2012-11-16,33675,35230,33675,35162,526174
2012-11-19,35230,35771,35162,35433,348719
2012-11-20,35568,35906,35230,35568,307188
2012-11-21,35500,35703,34689,35162,327298
2012-11-22,35433,35906,34419,34419,536224
2012-11-23,34351,35162,33945,34959,471105
2012-11-26,34892,34959,34013,34013,318137
2012-11-27,33810,34419,33810,34148,356128
2012-11-28,34080,34351,33675,34148,348211
2012-11-29,34216,34689,33945,34283,438802
2012-11-30,34621,35162,34419,35162,550362
2012-12-03,34959,35703,34757,35703,686045
2012-12-04,35636,36718,35568,35906,716416
2012-12-05,36244,36244,35500,36041,452375
2012-12-06,36041,36244,35298,35974,338861
2012-12-07,35703,37056,35365,36515,814704
2012-12-10,36785,36920,36109,36244,372034
2012-12-11,36447,36718,35703,36244,386754
2012-12-12,39490,40166,37935,38881,1886981
2012-12-13,38679,39017,38341,38881,451117
2012-12-14,38881,40031,38746,39152,638709
2012-12-17,38881,39152,37461,38273,615426
2012-12-18,37529,38408,37529,38341,369239
2012-12-20,38611,39152,38341,39152,478714
2012-12-21,39220,39490,38746,39017,477303
2012-12-24,39355,39490,39017,39355,504007
2012-12-26,39625,39761,38679,38679,923891
2012-12-27,39841,40616,39609,40306,625483
2012-12-28,39764,40539,39609,40461,594843
2013-01-02,41159,41159,40616,40926,410431
2013-01-03,40771,41159,39996,40306,600880
2013-01-04,40306,40849,40074,40771,323917
2013-01-07,40849,40926,40306,40384,265574
2013-01-08,40074,40539,40074,40306,259375
2013-01-09,40306,40461,39919,39919,248500
2013-01-10,39919,40151,39686,39919,209808
2013-01-11,40151,40461,39996,40306,256957
2013-01-14,40306,40539,40074,40074,232477
2013-01-15,40151,40306,39686,39919,210212
2013-01-16,39841,40229,39376,40229,332570
2013-01-17,40384,40384,39919,40151,158538
2013-01-18,40151,40306,39686,40306,214451
2013-01-21,40306,40306,39919,40074,184421
2013-01-22,40074,40074,39609,39919,264612
2013-01-23,39686,39996,39531,39531,194229
2013-01-24,39144,39531,38911,39144,346259
2013-01-25,39066,39376,38601,38756,405761
2013-01-28,38524,38911,38524,38524,184120
2013-01-29,38834,40151,38756,39686,383598
2013-01-30,39996,40151,39454,39454,201270
2013-01-31,39531,39841,39299,39764,224336
2013-02-01,39686,39996,39376,39996,188322
2013-02-04,40539,42089,40151,42012,867906
2013-02-05,41857,42322,41547,41857,324011
2013-02-06,41934,42244,41702,41702,279897
2013-02-07,42012,42012,41391,41391,439348
2013-02-08,41391,42864,41391,42244,444250
2013-02-12,42399,42864,42244,42399,288524
2013-02-13,42477,42632,42244,42399,197567
2013-02-14,42632,42632,42244,42244,166729
2013-02-15,41857,42322,41779,41857,238300
2013-02-18,42089,42554,41934,42322,218748
2013-02-19,42554,42554,41934,42012,244819
2013-02-20,42399,42399,41857,41857,363848
2013-02-21,41702,42012,41702,41934,284057
2013-02-22,42012,43562,42012,43407,858975
2013-02-25,44027,44802,43717,43949,655393
2013-02-26,44182,44414,43562,43562,330006
2013-02-27,43407,44880,43407,43872,798904
2013-02-28,43562,44104,41624,41624,1274017
2013-03-04,41624,41624,41624,41624,0
2013-03-05,41624,41624,41624,41624,0
2013-03-06,41624,41624,41624,41624,0
2013-03-07,41624,41624,41624,41624,0
2013-03-08,41624,41624,41624,41624,0
2013-03-11,41624,41624,41624,41624,0
2013-03-12,41624,41624,41624,41624,0
2013-03-13,41624,41624,41624,41624,0
2013-03-14,41624,41624,41624,41624,0
2013-03-15,41624,41624,41624,41624,0
2013-03-18,41624,41624,41624,41624,0
2013-03-19,41624,41624,41624,41624,0
2013-03-20,41624,41624,41624,41624,0
2013-03-21,41624,41624,41624,41624,0
2013-03-22,43329,43562,42089,43019,938057
2013-03-25,42942,42942,41391,41391,631368
2013-03-26,41159,41934,41159,41314,359572
2013-03-27,41469,42012,40849,40926,509520
2013-03-28,40694,42244,40694,41236,493193
2013-03-29,41702,41934,41469,41779,322563
2013-04-01,42089,42167,41159,41159,241503
2013-04-02,41702,41857,40306,40539,371803
2013-04-03,40539,40849,39686,40461,451821
2013-04-04,41004,41159,39531,40151,456471
2013-04-05,40151,40616,39531,39841,410319
2013-04-08,39764,39996,39221,39299,451226
2013-04-09,38911,39454,38407,38601,538029
2013-04-10,38601,38989,38175,38407,469340
2013-04-11,38213,38330,35656,36663,1767129
2013-04-12,36973,38097,35927,36934,1807895
2013-04-15,37051,37361,36237,36741,965943
2013-04-16,36431,41081,35927,38601,6539079
2013-04-17,38175,38717,32826,33446,7626260
2013-04-18,33446,35500,28563,28563,4605957
2013-04-19,25269,26509,24300,24300,5829434
2013-04-22,20657,24455,20657,20657,22422130
2013-04-23,21703,23060,21354,22672,12893956
2013-04-24,23486,26044,23447,26044,9994288
2013-04-25,25346,28137,24455,25618,10205861
2013-04-26,26199,26586,24649,25036,3349716
2013-04-29,24339,26431,23215,25114,6143873
2013-04-30,24067,25308,23719,24494,2167935
2013-05-02,25036,25269,23447,23719,2090740
2013-05-03,23719,24377,22788,23990,1864645
2013-05-06,24687,24881,23757,24067,2438167
2013-05-07,24377,24455,23912,24106,1108605
2013-05-08,24222,24222,23021,23215,2174248
2013-05-09,22168,22788,21393,21664,4053137
2013-05-10,21936,22905,21548,22091,2626467
2013-05-13,22246,22401,21587,22323,1005253
2013-05-14,22478,22633,21974,22285,934778
2013-05-15,22440,25230,22285,23990,5210318
2013-05-16,24959,25385,24339,24494,2104968
2013-05-20,24804,24842,24067,24610,1258292
2013-05-21,24687,24726,24339,24532,538271
2013-05-22,24532,25424,24377,24726,1485148
2013-05-23,24726,25385,24106,24377,1550897
2013-05-24,24300,24804,24222,24494,497145
2013-05-27,24649,25540,24455,25424,1406272
2013-05-28,25734,27633,25656,26044,3351743
2013-05-29,26431,27129,26160,27129,1593198
2013-05-30,27827,30423,27594,29454,3638317
2013-05-31,29222,30733,28641,29144,3430518
2013-06-03,29997,30423,28369,28602,2223829
2013-06-04,28331,29958,27052,29765,2731263
2013-06-05,29842,30075,28679,28679,1238365
2013-06-07,28486,28951,27284,27284,1289401
2013-06-10,26974,28253,26509,27827,881672
2013-06-11,27904,27904,26238,26509,2866253
2013-06-12,26354,27207,25773,25773,1125014
2013-06-13,25618,25928,24339,25269,1732419
2013-06-14,25424,25850,25114,25540,691432
2013-06-17,27207,27517,25656,25734,1356033
2013-06-18,25579,26470,25230,26083,926397
2013-06-19,26044,26238,25579,25579,612663
2013-06-20,25191,27245,24920,26354,1272280
2013-06-21,25850,27362,25463,27090,1336531
2013-06-24,27788,28486,27400,28137,1212178
2013-06-25,29416,29532,27517,28447,1887130
2013-06-26,28951,30307,28137,30152,2113799
2013-06-27,30695,31199,29454,30346,1746411
2013-06-28,30656,33795,30036,32400,4613590
2013-07-01,37245,37245,37245,37245,315370
2013-07-02,39144,42399,38834,40616,6738323
2013-07-03,40384,41314,39609,40306,3265520
2013-07-04,40151,40461,37632,37865,3903623
2013-07-05,37748,38717,36586,37787,2963974
2013-07-08,38291,38601,37245,37245,1353204
2013-07-09,37206,37477,34687,34725,3219630
2013-07-10,34570,36663,33795,35462,2927362
2013-07-11,35849,36741,35345,35539,1309277
2013-07-12,35656,36159,35617,36159,1060519
2013-07-15,36469,37051,34725,34919,1482482
2013-07-16,34880,36741,34493,36741,1432332
2013-07-17,37051,38911,36741,38058,2389333
2013-07-18,38136,38640,37787,38058,974292
2013-07-19,38446,39221,38213,39066,1127444
2013-07-22,39686,40306,39144,39221,1137058
2013-07-23,39609,40306,38989,39609,791226
2013-07-24,39686,39764,38601,39531,865143
2013-07-25,39609,40306,39531,40151,758619
2013-07-26,40384,40771,40229,40539,747262
2013-07-29,40694,42942,40616,42477,1808820
2013-07-30,43407,44337,42632,44104,2504710
2013-07-31,44570,50693,44414,50693,3957428
2013-08-01,51623,53018,43097,43097,7744913
2013-08-02,44337,46972,42012,44647,7331098
2013-08-05,44492,48368,43949,47670,4934805
2013-08-06,48368,53173,47980,50073,8148411
2013-08-07,49840,51313,48368,50383,3636596
2013-08-08,50771,51236,48988,48988,1913510
2013-08-09,48368,48910,46352,46972,3211461
2013-08-12,46275,47670,45422,46352,2219171
2013-08-13,47127,48058,46895,47670,1712390
2013-08-14,49530,50150,46507,46507,2112064
2013-08-16,45732,48213,45345,47282,1497580
2013-08-19,48213,49763,47670,49763,2047269
2013-08-20,49608,49918,47825,48368,1712294
2013-08-21,48445,48678,46740,47515,1387201
2013-08-22,46895,47825,46275,46507,1535948
2013-08-23,46740,48135,46585,47980,946426
2013-08-26,48058,48445,47438,47593,785134
2013-08-27,47593,48135,46197,46430,1289169
2013-08-28,45112,49453,39764,44570,8151521
2013-08-29,44414,44880,41081,41081,4063760
2013-08-30,40694,40926,34958,34958,9997608
2013-09-02,34919,39919,34880,39919,8925386
2013-09-03,40151,41702,38058,38368,4953274
2013-09-04,38175,39531,37400,38834,3317838
2013-09-05,39686,40151,38601,38601,1739939
2013-09-06,39066,39299,37361,37787,1722777
2013-09-09,38330,38562,37748,37981,933231
2013-09-10,38368,40151,38058,40151,2147294
2013-09-11,40539,41391,39841,40461,2459741
2013-09-12,40461,40461,38989,39221,1477377
2013-09-13,39609,40306,39221,39221,955769
2013-09-16,33408,38252,33408,37090,10261216
2013-09-17,37516,38213,36121,36353,2435542
2013-09-23,36663,37051,35811,36624,1376889
2013-09-24,36624,37090,34105,35656,3465083
2013-09-25,35500,36896,35190,35811,2487513
2013-09-26,37322,37477,36276,36276,1746555
2013-09-27,36276,36547,35966,35966,809291
2013-09-30,35927,36392,35423,36237,787016
2013-10-01,36314,36469,35423,35500,735530
2013-10-02,35307,35656,34260,34338,1512229
2013-10-04,33834,35035,32981,34066,1786925
2013-10-07,34105,34725,33834,33873,798579
2013-10-08,33640,36082,33601,35772,2410616
2013-10-10,34028,35345,33911,34725,1546418
2013-10-11,35190,35617,34648,34842,793453
2013-10-14,34687,36973,34687,36779,2047384
2013-10-15,36741,37322,35617,35733,1507948
2013-10-16,36586,37942,36237,37322,2663675
2013-10-17,37361,37671,36741,37167,793015
2013-10-18,37400,37826,36896,36896,701869
2013-10-21,36741,37012,36082,36121,743746
2013-10-22,36237,36663,36004,36469,434845
2013-10-23,36586,36741,36198,36469,510432
2013-10-24,36198,36431,35966,36353,434108
2013-10-25,36508,37710,36043,36043,1325393
2013-10-28,36818,37128,36314,36314,643504
2013-10-29,36624,37400,36547,36896,831212
2013-10-30,36934,37128,36469,36586,682592
2013-10-31,36624,36702,35656,35694,729911
2013-11-01,35462,35539,33756,34144,1761520
2013-11-04,33718,34648,33175,34105,708370
2013-11-05,34415,34570,33950,34028,349233
2013-11-06,33756,34377,32981,32981,674060
2013-11-07,32943,33136,30850,31043,1515437
2013-11-08,30578,32361,30113,31237,1266193
2013-11-11,31392,32981,31276,31819,835995
2013-11-12,32555,33291,32167,33214,807360
2013-11-13,33408,33989,32477,32477,640629
2013-11-14,32788,33214,32555,33136,292845
2013-11-15,33408,33718,33253,33330,331079
2013-11-18,33330,34454,32245,33718,1151304
2013-11-19,33911,34028,32943,33020,432475
2013-11-20,33098,33873,32516,32555,494750
2013-11-21,32516,32865,32400,32439,281012
2013-11-22,32439,32710,31121,31780,858823
2013-11-25,31625,33020,31547,32322,540937
2013-11-26,32439,33059,32167,32904,643747
2013-11-27,32943,33330,32322,32322,461169
2013-11-28,32439,32710,32167,32710,302257
2013-11-29,34105,34338,33098,33214,958573
2013-12-02,33175,34028,32710,33291,557103
2013-12-03,32943,33485,32826,32826,272929
2013-12-04,32710,33369,32594,32594,468100
2013-12-05,32439,32749,32012,32090,355192
2013-12-06,31896,32439,31664,31664,325220
2013-12-09,32129,32245,31586,31625,285654
2013-12-10,31625,32749,31315,31780,716436
2013-12-11,31702,32012,31547,31586,273812
2013-12-12,31392,32012,31392,31702,225545
2013-12-13,31547,31702,30850,30850,516087
2013-12-16,30850,31121,28834,28951,1037855
2013-12-17,28524,30230,28524,29842,1021177
2013-12-18,29958,30617,29338,29338,604759
2013-12-19,29920,29997,28796,28873,506041
